gene10007	LOC105883949
gene17126	OXGR1
gene17127	LOC105874150
gene17128	HS6ST3
gene17129	UGGT2
gene1621	PHC2
gene17132	DNAJC3
gene17133	LOC105874155
gene17134	DZIP1
gene17135	CLDN10
gene17136	LOC105874159
gene17138	LOC105874162
gene17139	ABCC4
gene17140	LOC105874177
gene17141	SOX21
gene17142	GPR180
gene17143	TGDS
gene17145	DCT
gene17146	GPC6
gene17147	LOC105874168
gene17148	LOC105874167
gene17150	LOC105874171
gene17151	LOC105874169
gene17152	LOC109731342
gene17153	LOC105874170
gene17154	GPC5
gene17156	LOC105880166
gene17158	LOC105880165
gene17159	LOC105880161
gene17161	LOC105880160
gene17162	LOC105880167
gene17164	LOC105864250
gene17165	LOC105880168
gene17166	SLITRK5
gene17167	LOC105862214
gene17168	SLITRK6
gene17169	LOC105879071
gene17170	SLITRK1
gene17171	LOC109731388
gene17172	LOC105879072
gene17174	LOC105882966
gene17176	LOC105882959
gene17177	LOC105882983
gene17178	SPRY2
gene17179	LOC105882980
gene17180	LOC105882979
gene17181	NDFIP2
gene17182	LOC105882978
gene17183	RBM26
gene175	LOC105883436
gene17185	LOC105882965
gene17186	LOC105882974
gene17187	RNF219
gene17188	POU4F1
gene17191	LOC105882962
gene17192	LOC105882963
gene17193	EDNRB
gene17194	SLAIN1
gene17195	SCEL
gene17196	MYCBP2
gene17197	FBXL3
gene17198	CLN5
gene17199	ACOD1
gene17200	KCTD12
gene17201	LOC105855852
gene17202	LOC105855850
gene17203	LOC105855848
gene17204	LOC105855849
gene17205	LMO7
gene1622	LOC105871782
gene17207	UCHL3
gene17208	COMMD6
gene17209	TBC1D4
gene17210	LOC105855861
gene17211	LOC105855862
gene17212	KLF12
gene17213	LOC105855860
gene17214	LOC105855843
gene17215	LOC105876440
gene17216	KLF5
gene17217	PIBF1
gene176	NEK10
gene17218	DIS3
gene17219	BORA
gene17220	LOC105876433
gene17221	MZT1
gene17223	LOC105876438
gene17224	DACH1
gene17226	LOC105876428
gene17227	KLHL1
gene17228	LOC105876436
gene17229	LOC105876426
gene17230	LOC105876425
gene17231	LOC105876424
gene17232	LOC105876423
gene1624	CSMD2
gene17233	LOC105863198
gene17235	PCDH9
gene17236	LOC109731395
gene17237	LOC105863032
gene17240	LOC105863045
gene17243	PCDH20
gene17244	TDRD3
gene17245	LOC105863053
gene17246	LOC105863054
gene17247	LOC105863050
gene17249	DIAPH3
gene17250	LOC105863052
gene17251	LOC105863043
gene17252	LOC105863046
gene17253	LOC105863040
gene17255	PCDH17
gene17257	LOC105871602
gene17258	LOC105871603
gene17259	LOC105871575
gene17260	LOC105871574
gene17261	LOC105871573
gene17262	LOC105871604
gene17263	LOC105871576
gene17264	LOC105871605
gene17265	LOC105871600
gene17266	LOC105871578
gene17267	LOC105871577
gene17268	OLFM4
gene17269	LOC105871606
gene17270	LOC105871581
gene17271	LOC105871608
gene17272	CNMD
gene17273	SUGT1
gene17274	ELF1
gene17275	TRNAE-UUC
gene17276	WBP4
gene17278	LOC105871589
gene17279	MTRF1
gene17280	LOC105871592
gene17281	NAA16
gene17283	LOC105871594
gene17284	LOC105871601
gene17285	VWA8
gene17287	LOC105871597
gene17288	LOC105871599
gene17289	LOC109731355
gene17290	LOC105866225
gene17291	LOC105866226
gene17292	DGKH
gene17293	AKAP11
gene17294	LOC105869332
gene17295	TNFSF11
gene17296	FAM216B
gene17298	EPSTI1
gene17299	DNAJC15
gene17300	ENOX1
gene17301	LOC105869324
gene17302	LOC105869323
gene17303	LOC105869325
gene17304	LOC109731356
gene17305	LOC105869322
gene17306	LOC105869316
gene17307	CCDC122
gene17308	LACC1
gene17309	LOC105869319
gene17310	LOC105864414
gene1625	LOC105871778
gene17311	LOC109731358
gene17312	LOC105864425
gene17313	LOC105864424
gene17314	LOC105864423
gene17316	LOC109731357
gene17317	LOC105864420
gene17318	LOC105864419
gene17319	LOC105864413
gene17320	LOC105864412
gene17321	LOC105864416
gene17322	LOC105864415
gene17324	LOC105864410
gene17325	LOC105864422
gene17326	LOC105864421
gene17327	LOC105864417
gene17328	LOC105864409
gene17329	LOC109731383
gene17330	SMIM2
gene17331	SERP2
gene17332	TSC22D1
gene17333	LOC105881178
gene17334	TRNAE-UUC
gene17335	NUFIP1
gene17336	GPALPP1
gene17337	GTF2F2
gene17338	KCTD4
gene1626	HMGB4
gene17339	TPT1
gene17340	SLC25A30
gene17341	COG3
gene17342	LOC105881169
gene17343	LOC109731359
gene17344	ERICH6B
gene17345	LOC105881166
gene1627	LOC105871779
gene17346	LOC109731360
gene17347	SPERT
gene17348	SIAH3
gene17349	LOC105881129
gene17350	ZC3H13
gene1628	LOC105871781
gene17351	CPB2
gene17352	LCP1
gene17353	LRRC63
gene1629	LOC105871780
gene17354	LOC105881159
gene17355	RUBCNL
gene1630	C2H1orf94
gene17356	LRCH1
gene1631	LOC105871773
gene17357	ESD
gene17359	THSD1
gene17360	VPS36
gene17361	CKAP2
gene1632	LOC105871774
gene17362	LOC105881149
gene17363	NEK3
gene17364	NEK5
gene1633	GJB5
gene17365	ALG11
gene17366	ATP7B
gene1634	GJB4
gene17367	LOC105881144
gene17368	CCDC70
gene17369	LOC105881143
gene17370	LOC105881145
gene17371	LOC109731345
gene17372	DHRS12
gene17373	WDFY2
gene17375	LOC105881136
gene1635	GJB3
gene17376	INTS6
gene17377	SERPINE3
gene17378	FAM124A
gene17379	LOC105881124
gene17380	RNASEH2B
gene17381	DLEU7
gene17382	LOC105881128
gene17383	LOC105881130
gene17384	TRIM13
gene1636	GJA4
gene17385	KCNRG
gene17386	LOC109731361
gene17387	LOC105855996
gene17388	SPRYD7
gene17389	KPNA3
gene17390	EBPL
gene17391	LOC105855987
gene17392	ARL11
gene17393	LOC105855984
gene17394	RCBTB1
gene1637	LOC105871768
gene17395	LOC105855981
gene17397	CAB39L
gene17399	LOC105855977
gene17400	CDADC1
gene17401	MLNR
gene17402	FNDC3A
gene17404	LOC109731362
gene17405	CYSLTR2
gene17406	LOC105855972
gene17407	LOC105855970
gene17408	RCBTB2
gene17409	RB1
gene17410	LPAR6
gene17411	ITM2B
gene17412	LOC105868512
gene17413	MED4
gene17414	LOC105868515
gene17415	LOC109731363
gene17416	NUDT15
gene17417	SUCLA2
gene17419	LOC105869727
gene17420	LOC105869726
gene17421	LOC105869728
gene17422	LOC105864691
gene17423	LOC105864680
gene17424	HTR2A
gene17425	LOC105868029
gene17427	SLC25A15
gene17428	MRPS31
gene17429	FOXO1
gene17430	LOC105868034
gene17431	LOC105868026
gene17432	LOC105859095
gene17433	LOC105859084
gene17434	COG6
gene17435	LHFP
gene17436	LOC105859086
gene17437	NHLRC3
gene17438	PROSER1
gene17439	STOML3
gene17440	FREM2
gene17442	UFM1
gene17443	LOC105870798
gene17446	TRPC4
gene1639	DLGAP3
gene17447	LOC105862087
gene17448	LOC105862076
gene17449	LOC105862085
gene17450	LOC109731364
gene17451	CSNK1A1L
gene17452	SUPT20H
gene17453	EXOSC8
gene17454	ALG5
gene17455	SMAD9
gene17456	RFXAP
gene17457	SERTM1
gene17458	CCNA1
gene17459	LOC105862075
gene17460	SPG20
gene17461	LOC105862092
gene17462	CCDC169
gene17463	SOHLH2
gene17464	DCLK1
gene1640	TMEM35B
gene17465	NBEA
gene1641	LOC105871765
gene17466	MAB21L1
gene17467	LOC105868967
gene17468	LOC105868968
gene17469	LOC105868970
gene17470	LOC105868969
gene17471	LOC105864006
gene17472	LOC105863997
gene17473	RFC3
gene17474	STARD13
gene17475	LOC105863978
gene17476	LOC109731366
gene17477	LOC105863993
gene17478	KL
gene17479	LOC105864325
gene17480	PDS5B
gene1642	ZMYM6
gene17481	N4BP2L2
gene17482	N4BP2L1
gene17483	BRCA2
gene17484	ZAR1L
gene17485	FRY
gene17486	LOC105864321
gene17487	LOC109731367
gene17488	RXFP2
gene17489	LOC105861191
gene17490	LOC105861186
gene17491	B3GLCT
gene17492	LOC105861177
gene17493	HSPH1
gene17494	LOC105861189
gene17495	LOC105861190
gene17496	TEX26
gene17497	MEDAG
gene17498	ALOX5AP
gene17499	TRNAN-GUU
gene17500	USPL1
gene17501	LOC105861173
gene17502	LOC105861172
gene17504	LOC105861174
gene17505	HMGB1
gene17506	LOC105861188
gene17507	LOC105861187
gene17508	LOC105861179
gene17509	KATNAL1
gene17510	LOC105861192
gene17511	UBL3
gene17512	LOC105861182
gene17513	LOC105879450
gene17514	MTUS2
gene17515	SLC46A3
gene17516	POMP
gene17517	FLT1
gene17518	LOC109731368
gene1644	LOC105871766
gene17519	PAN3
gene17521	FLT3
gene1646	ZMYM1
gene17522	URAD
gene17523	CDX2
gene17524	PDX1
gene17525	GSX1
gene17526	LOC105859846
gene17527	LOC105859845
gene17528	LNX2
gene17529	MTIF3
gene17530	GTF3A
gene17531	LOC105859849
gene17532	LOC105859850
gene17533	RASL11A
gene17534	LOC105859852
gene17535	LOC105859851
gene1647	LOC105871845
gene17536	USP12
gene17537	LOC105859847
gene17539	SGCG
gene17540	SACS
gene1648	SFPQ
gene17542	LOC105859844
gene17543	MIPEP
gene17544	LOC109731369
gene17545	LOC105855731
gene17546	SPATA13
gene17547	LOC105855734
gene17548	LOC109731348
gene17549	AMER2
gene1649	ZMYM4
gene17550	MTMR6
gene17551	NUP58
gene17552	LOC105855738
gene17553	LOC109731370
gene17554	SHISA2
gene17555	LOC105878806
gene17557	LOC105878807
gene17558	LOC109729225
gene17559	LOC109731349
gene17560	RNF6
gene17562	CDK8
gene17563	WASF3
gene17564	GPR12
gene17565	LOC105878788
gene17566	LOC109731371
gene17567	LOC105878787
gene17568	LOC105878789
gene17570	LOC109731373
gene17571	LOC105878876
gene17572	LOC109731372
gene17573	LOC105878877
gene17574	FGF9
gene17575	MICU2
gene17576	LOC105878874
gene17577	ZDHHC20
gene17578	MRPL57
gene17579	SKA3
gene17580	SAP18
gene17581	LOC109731334
gene17582	LATS2
gene17583	LOC105878867
gene17584	XPO4
gene17585	EEF1AKMT1
gene17586	IL17D
gene17587	LOC105878866
gene17588	IFT88
gene17589	TPTE2
gene17592	LOC105878860
gene17593	CRYL1
gene17594	GJB6
gene17595	GJB2
gene17596	GJA3
gene17597	ZMYM2
gene17598	LOC105878849
gene17600	PSPC1
gene17601	MPHOSPH8
gene17602	PARP4
gene17605	CENPJ
gene17606	RNF17
gene17607	ATP12A
gene17608	LOC105878839
gene17609	LOC105878840
gene17610	LOC105878838
gene17611	LOC105878837
gene17612	LOC105878804
gene17613	JMJD4
gene17614	SNAP47
gene17615	PRSS38
gene17616	LOC105878833
gene17617	WNT9A
gene17618	ARF1
gene17619	C13H1orf35
gene17620	MRPL55
gene17621	GUK1
gene17622	GJC2
gene177	SLC4A7
gene17623	IBA57
gene17624	OBSCN
gene17625	LOC109731350
gene17626	TRIM11
gene17627	TRIM17
gene17628	LOC105878821
gene17629	LOC105878822
gene17630	LOC105878818
gene17631	LOC105878817
gene17632	LOC105878819
gene17633	RNF187
gene1651	KIAA0319L
gene17634	LOC105878814
gene17635	LOC105878813
gene17636	LOC105878811
gene17637	LOC109731375
gene17638	LOC109731376
gene17639	LOC105860672
gene1652	LOC105871760
gene17640	LOC109731351
gene17642	LOC109731377
gene17643	LOC105866342
gene17644	LOC109729206
gene17646	LOC105871912
gene17647	LOC105871913
gene1653	NCDN
gene17648	LOC105871915
gene17651	LOC105871921
gene17652	LOC105871924
gene17653	LOC109731352
gene17654	LOC105871926
gene17655	LOC105871922
gene17656	LOC105871920
gene17657	LOC105871919
gene17658	LOC105871928
gene1654	TFAP2E
gene17659	LOC105871929
gene1655	PSMB2
gene17661	LOC105871931
gene17663	LOC105871914
gene17664	MCF2L
gene1656	C2H1orf216
gene17665	F7
gene17666	LOC105871911
gene17667	PCID2
gene17668	CUL4A
gene17669	LAMP1
gene17670	GRTP1
gene1657	CLSPN
gene17671	LOC109731354
gene17672	LOC105871935
gene17673	ADPRHL1
gene17674	DCUN1D2
gene17675	TMCO3
gene17676	LOC105871904
gene17677	TFDP1
gene17678	LOC109731379
gene17679	ATP4B
gene17680	GRK1
gene1658	AGO4
gene17681	TMEM255B
gene17682	LOC109731380
gene17683	GAS6
gene17684	LOC105871941
gene17685	LOC105871896
gene17686	RASA3
gene17688	LOC105871897
gene17689	LOC105871899
gene17690	CDC16
gene17691	LOC109731381
gene17692	CHAMP1
gene17693	LOC105871892
gene17694	LOC105871933
gene17695	LOC105865479
gene1660	AGO1
gene17696	TMEM42
gene17697	KIF15
gene17698	KIAA1143
gene17699	ZNF501
gene17700	ZNF502
gene17701	ZNF35
gene17702	ZNF197
gene17703	ZNF660
gene17705	ZKSCAN7
gene17706	ZNF852
gene17707	ZNF445
gene17708	LOC105874474
gene17709	LOC105874479
gene17710	LOC105874478
gene17711	TCAIM
gene17712	TOPAZ1
gene1661	LOC109731378
gene17715	LOC105874483
gene17716	LOC105874485
gene17718	LOC105874486
gene17719	ABHD5
gene1663	AGO3
gene17720	ANO10
gene17721	LOC105874489
gene17722	LOC105874870
gene1665	TEKT2
gene17723	LOC105874871
gene17724	LOC105874872
gene17725	LOC105874873
gene17726	LOC105874874
gene17727	POMGNT2
gene17728	RTP3
gene17729	LRRC2
gene17731	TDGF1
gene17734	LOC105874879
gene17735	LOC105874880
gene17736	ALS2CL
gene17737	TMIE
gene17738	PRSS50
gene17739	PRSS46
gene17740	PRSS45
gene17741	LOC105874888
gene1666	ADPRHL2
gene17742	PRSS42
gene17743	MYL3
gene17744	PTH1R
gene1667	COL8A2
gene17746	CCDC12
gene17747	LOC105874895
gene17748	NBEAL2
gene17749	SETD2
gene17750	LOC105874901
gene17751	LOC105874899
gene17752	KIF9
gene1668	TRAPPC3
gene17753	LOC105874903
gene17754	KLHL18
gene17755	LOC105874902
gene17756	PTPN23
gene17757	SCAP
gene17760	ELP6
gene17761	CSPG5
gene17762	SMARCC1
gene17763	LOC105874908
gene17764	LOC105874909
gene17767	DHX30
gene17768	MAP4
gene1669	MAP7D1
gene17769	CDC25A
gene17770	LOC105874915
gene17771	CAMP
gene17772	NME6
gene17773	SPINK8
gene17774	FBXW12
gene17776	PLXNB1
gene17777	CCDC51
gene17778	LOC105874927
gene17779	ATRIP
gene17780	TREX1
gene17781	SHISA5
gene17782	PFKFB4
gene17783	UCN2
gene17784	COL7A1
gene17785	LOC105874931
gene17786	TMEM89
gene17787	SLC26A6
gene17788	CELSR3
gene1670	THRAP3
gene17789	LOC105874937
gene17790	NCKIPSD
gene17791	IP6K2
gene1671	LOC105871739
gene17792	LOC105875108
gene17793	PRKAR2A
gene17795	LOC105874941
gene1672	SH3D21
gene17796	SLC25A20
gene17797	ARIH2OS
gene17798	ARIH2
gene17799	P4HTM
gene17800	WDR6
gene17801	DALRD3
gene17802	NDUFAF3
gene17803	IMPDH2
gene17804	QRICH1
gene1673	EVA1B
gene17806	QARS
gene17807	USP19
gene17808	LAMB2
gene17809	CCDC71
gene17810	KLHDC8B
gene17811	C14H3orf84
gene17812	CCDC36
gene17813	C14H3orf62
gene17814	USP4
gene1674	STK40
gene17815	GPX1
gene17816	RHOA
gene17817	TCTA
gene17818	AMT
gene17819	NICN1
gene1675	LSM10
gene17820	DAG1
gene17821	LOC105874977
gene17822	BSN
gene17823	APEH
gene17824	MST1
gene17825	RNF123
gene17826	AMIGO3
gene17827	GMPPB
gene17828	IP6K1
gene17829	LOC105874975
gene1676	OSCP1
gene17830	LOC105874978
gene17831	CDHR4
gene17832	FAM212A
gene17833	UBA7
gene17834	TRAIP
gene17835	CAMKV
gene17836	LOC105874980
gene17837	MST1R
gene17838	MON1A
gene17839	RBM6
gene1677	MRPS15
gene17840	RBM5
gene17841	LOC105874986
gene17842	SEMA3F
gene17843	GNAT1
gene17844	SLC38A3
gene1678	LOC105871735
gene17845	GNAI2
gene17846	SEMA3B
gene1679	CSF3R
gene17847	LSMEM2
gene17848	IFRD2
gene17849	HYAL3
gene17850	NAT6
gene17851	HYAL1
gene17852	HYAL2
gene17853	TUSC2
gene17854	RASSF1
gene17855	ZMYND10
gene17856	LOC109729273
gene17857	NPRL2
gene17858	LOC105875007
gene17859	TMEM115
gene17860	CACNA2D2
gene17861	C14H3orf18
gene17862	HEMK1
gene17863	CISH
gene17864	MAPKAPK3
gene17866	DOCK3
gene17867	LOC105875016
gene17868	LOC105875017
gene17869	LOC105875018
gene17870	MANF
gene17871	RBM15B
gene17872	DCAF1
gene17873	RAD54L2
gene1680	GRIK3
gene17875	TEX264
gene17876	GRM2
gene17877	IQCF6
gene17878	LOC105875100
gene17879	IQCF3
gene1681	LOC105879578
gene17880	LOC105875026
gene17881	IQCF2
gene17882	LOC109729274
gene17883	LOC105875110
gene17884	IQCF1
gene17885	RRP9
gene17886	PARP3
gene17887	GPR62
gene17888	PCBP4
gene1682	LOC105879577
gene17889	ABHD14B
gene17890	ABHD14A
gene17891	ACY1
gene17892	RPL29
gene17893	DUSP7
gene17894	POC1A
gene17895	ALAS1
gene17897	LOC105875040
gene17898	PPM1M
gene17899	WDR82
gene17900	GLYCTK
gene17901	DNAH1
gene1683	ZC3H12A
gene17902	BAP1
gene17903	LOC109729275
gene17904	PHF7
gene17905	SEMA3G
gene17906	TNNC1
gene17907	NISCH
gene17908	STAB1
gene17909	NT5DC2
gene17910	SMIM4
gene17911	PBRM1
gene1684	MEAF6
gene17913	GNL3
gene17914	GLT8D1
gene17915	LOC105875055
gene17916	LOC109729260
gene17917	SPCS1
gene17918	NEK4
gene17919	ITIH1
gene17920	ITIH3
gene17921	ITIH4
gene17922	MUSTN1
gene17923	TMEM110
gene17924	SFMBT1
gene17926	LOC109729261
gene17927	RFT1
gene1685	SNIP1
gene17928	PRKCD
gene17929	LOC105875068
gene17930	TKT
gene17932	DCP1A
gene17933	LOC109729233
gene17935	CACNA1D
gene1686	DNALI1
gene1687	GNL2
gene17936	CHDH
gene17937	IL17RB
gene1688	RSPO1
gene17938	ACTR8
gene17939	SELENOK
gene1689	C2H1orf109
gene17940	LOC105875080
gene17941	CACNA2D3
gene17942	LOC105868072
gene17943	LOC105868062
gene1690	CDCA8
gene17944	LOC105881223
gene17946	LOC105857434
gene1691	EPHA10
gene17947	LRTM1
gene17948	LOC105864857
gene17949	LOC105864856
gene17950	LOC105864855
gene17951	WNT5A
gene17952	ERC2
gene17955	LOC105871955
gene17956	CCDC66
gene1692	LOC105879570
gene17957	LOC105871962
gene17958	FAM208A
gene17959	ARHGEF3
gene1693	MANEAL
gene17960	LOC109729279
gene17961	LOC109729280
gene17963	SPATA12
gene17964	IL17RD
gene1694	YRDC
gene17965	HESX1
gene17966	APPL1
gene17967	ASB14
gene17969	DNAH12
gene17970	LOC109729281
gene17972	LOC105871968
gene1695	C2H1orf122
gene17973	LOC105872611
gene17974	LOC105872612
gene17975	PDE12
gene17976	ARF4
gene17977	DENND6A
gene17980	SLMAP
gene17981	LOC105884907
gene17982	FLNB
gene1696	MTF1
gene17983	LOC105884906
gene17985	LOC105884916
gene17986	LOC105884915
gene17987	DNASE1L3
gene17988	ABHD6
gene1697	INPP5B
gene17989	RPP14
gene17990	PXK
gene17991	PDHB
gene17992	LOC105884908
gene17993	KCTD6
gene17994	ACOX2
gene17995	LOC105884924
gene17996	FAM107A
gene17997	LOC105870028
gene17998	LOC109729283
gene18000	DUSP22
gene18001	IRF4
gene1698	SF3A3
gene18002	LOC105873513
gene18003	LOC105873512
gene18004	EXOC2
gene1699	FHL3
gene18005	HUS1B
gene18006	LOC109729284
gene18007	LOC105873507
gene18008	LOC105873525
gene18009	FOXQ1
gene18012	LOC105873505
gene18013	LOC105873503
gene18014	FOXF2
gene18015	LOC105873501
gene18016	LOC105873500
gene18017	FOXC1
gene18018	GMDS
gene18019	LOC105873497
gene18020	LOC105873524
gene18021	LOC105873495
gene18022	MYLK4
gene1700	UTP11
gene1701	POU3F1
gene18023	WRNIP1
gene18024	SERPINB1
gene18025	SERPINB9
gene1702	LOC105879558
gene18026	LOC109729268
gene18027	SERPINB6
gene18028	LOC105873487
gene1703	LOC105879557
gene18031	LOC105873486
gene18032	NQO2
gene1704	LOC105879556
gene18033	RIPK1
gene18034	BPHL
gene18035	LOC105873517
gene18036	LOC105873482
gene18037	PSMG4
gene1705	LOC105879554
gene18038	SLC22A23
gene18039	LOC105873480
gene18040	LOC105873479
gene18041	LOC105873522
gene18042	LOC105873521
gene18043	PXDC1
gene18044	LOC105873476
gene18045	LOC109729254
gene18046	FAM50B
gene18048	LOC105873473
gene18049	PRPF4B
gene18050	FAM217A
gene18051	C14H6orf201
gene18052	ECI2
gene18053	LOC105873467
gene18054	LOC105873466
gene18055	LOC105873465
gene18056	LOC109729266
gene18057	LOC105873464
gene18058	LOC105873520
gene18059	LOC105873463
gene18060	CDYL
gene18061	RPP40
gene18062	LOC105856208
gene18063	PPP1R3G
gene18064	LYRM4
gene18065	FARS2
gene18066	NRN1
gene18067	F13A1
gene18068	LOC105856214
gene1706	LOC105879530
gene18069	LOC105856216
gene18070	LOC105856215
gene18071	LY86
gene18072	LOC105856228
gene18073	LOC105856218
gene18074	LOC105856219
gene18075	LOC105856220
gene18076	RREB1
gene1707	LOC105879529
gene18077	LOC105856222
gene1708	LOC105879528
gene18078	LOC105856223
gene18079	LOC105856226
gene18080	LOC105856224
gene18082	LOC105856225
gene18083	LOC105856227
gene1709	RRAGC
gene18084	LOC109731402
gene18085	LOC105858334
gene18086	BTN3A3
gene18087	LOC105858747
gene18088	BTN1A1
gene18089	TRNAL-CAG
gene18090	TRNAT-AGU
gene18091	TRNAR-ACG
gene18092	TRNAV-CAC
gene18093	HMGN4
gene18094	TRNAA-CGC
gene18095	TRNAI-AAU
gene18096	TRNAP-AGG
gene1710	MYCBP
gene18097	TRNAK-CUU
gene18098	TRNAY-GUA
gene18099	TRNAA-AGC
gene18100	TRNAY-GUA
gene18101	TRNAY-GUA
gene18102	ABT1
gene18103	ZNF322
gene1711	GJA9
gene18104	TRNAA-AGC
gene18105	TRNAM-CAU
gene18106	LOC105858754
gene18107	TRNAA-AGC
gene18108	TRNAI-UAU
gene18109	LOC105858679
gene18111	LOC105858674
gene1712	RHBDL2
gene18112	LOC105858677
gene18113	TRNAP-CGG
gene18114	TRNAS-GCU
gene18115	LOC105858749
gene18116	LOC105858688
gene18117	LOC105858693
gene18118	LOC105858695
gene18120	LOC109729267
gene1713	AKIRIN1
gene18121	LOC105858692
gene18122	TRNAT-AGU
gene18123	TRNAV-CAC
gene18124	TRNAS-CGA
gene18126	TRNAV-AAC
gene18127	TRNAI-AAU
gene18128	PRSS16
gene18129	TRNAI-AAU
gene18130	TRNAI-AAU
gene18131	TRNAM-CAU
gene18132	LOC105858669
gene18133	ZNF391
gene1714	NDUFS5
gene18134	LOC105858701
gene18135	LOC105858702
gene18136	ZNF184
gene18137	TRNAS-AGA
gene18138	TRNAD-GUC
gene18139	TRNAS-AGA
gene18140	LOC105858698
gene1715	LOC105879525
gene18141	TRNAQ-CUG
gene18142	TRNAS-AGA
gene18143	TRNAS-UGA
gene18144	TRNAQ-CUG
gene18145	TRNAS-AGA
gene18146	TRNAR-UCU
gene18147	TRNAD-GUC
gene18148	TRNAK-UUU
gene18149	TRNAM-CAU
gene1716	MACF1
gene18150	TRNAL-CAA
gene18151	TRNAI-UAU
gene18152	TRNAV-AAC
gene18153	TRNAF-GAA
gene18154	TRNAI-AAU
gene18155	TRNAR-ACG
gene18156	TRNAV-AAC
gene18157	LOC105858700
gene18158	TRNAI-AAU
gene18159	TRNAL-UAA
gene18160	TRNAT-AGU
gene18162	TRNAV-CAC
gene18163	TRNAV-AAC
gene18164	LOC105858699
gene18165	TRNAM-CAU
gene18166	TRNAQ-CUG
gene18167	TRNAQ-UUG
gene18168	LOC105858694
gene18169	LOC105858689
gene18170	LOC105858697
gene18171	LOC105858691
gene18172	LOC105858671
gene18173	LOC105858696
gene18174	LOC105858733
gene18175	LOC105858729
gene18176	LOC105858727
gene18177	LOC105858724
gene18178	LOC105858732
gene18179	LOC105858730
gene18180	LOC105858725
gene18181	LOC105858726
gene18182	LOC105858728
gene18183	LOC105858731
gene18184	TRNAM-CAU
gene18185	TRNAG-GCC
gene18186	LOC105858707
gene18187	LOC105858713
gene18189	LOC105858706
gene18190	LOC105858716
gene18191	LOC105858711
gene18192	LOC105858708
gene18194	LOC105858710
gene18195	ZNF165
gene18196	ZSCAN16
gene18198	LOC105858715
gene18199	ZKSCAN8
gene18200	LOC105858737
gene18201	LOC105858736
gene18202	TRNAS-GCU
gene18203	ZSCAN9
gene18204	LOC109729255
gene18205	ZKSCAN4
gene18206	NKAPL
gene18207	PGBD1
gene18208	ZSCAN26
gene18210	LOC105858681
gene18211	LOC105858719
gene18213	LOC109731404
gene18214	LOC105858718
gene18215	ZSCAN23
gene179	LOC105883564
gene18216	LOC105858722
gene18217	TRNAT-UGU
gene18218	TRNAL-AAG
gene18219	TRNAM-CAU
gene18221	TRNAT-CGU
gene18222	GPX6
gene18223	GPX5
gene18224	TRNAR-UCG
gene18225	ZBED9
gene18226	TRNAQ-UUG
gene18227	TRNAS-GCU
gene18228	TRNAA-AGC
gene18229	TRNAA-UGC
gene18230	TRNAA-AGC
gene18231	TRNAA-CGC
gene18232	TRNAA-AGC
gene18233	TRNAA-UGC
gene18234	TRNAA-CGC
gene18235	TRNAA-AGC
gene18236	LOC105858676
gene18237	TRNAA-UGC
gene18238	TRNAF-GAA
gene18239	LOC105858682
gene18240	TRNAA-AGC
gene18241	TRNAA-AGC
gene18242	TRNAR-CCG
gene18244	TRNAL-CAA
gene18245	TRIM27
gene18246	TRNAL-CAA
gene18247	TRNAQ-CUG
gene18248	TRNAL-AAG
gene18249	TRNAM-CAU
gene18250	TRNAK-UUU
gene18251	TRNAM-CAU
gene18252	TRNAF-GAA
gene18253	TRNAE-CUC
gene18254	TRNAL-AAG
gene18255	LOC105865211
gene18256	LOC105865212
gene18257	PAK1IP1
gene18258	C14H6orf52
gene18259	LOC105865180
gene18260	GCNT2
gene18261	LOC105865110
gene18263	LOC105865144
gene18264	TFAP2A
gene18265	LOC105865259
gene18266	LOC105865113
gene18267	LOC105865114
gene18268	LOC105865146
gene18269	LOC105865153
gene18270	SLC35B3
gene18271	LOC105865271
gene18272	LOC105865270
gene18273	LOC105865126
gene18274	EEF1E1
gene18275	LOC105865174
gene18276	BLOC1S5
gene18277	TXNDC5
gene18278	BMP6
gene18280	LOC105865134
gene18281	SNRNP48
gene18282	DSP
gene18284	RIOK1
gene180	LOC109731005
gene18285	CAGE1
gene18286	LOC105865188
gene18287	SSR1
gene18288	LOC105865190
gene18289	LOC105865191
gene18290	LOC105865240
gene18293	LOC105865205
gene18294	LOC105865204
gene18295	LOC105865206
gene18296	LOC105865234
gene18297	GCM2
gene18298	SYCP2L
gene18299	ELOVL2
gene18300	LOC105865108
gene18301	LOC109729230
gene18302	SMIM13
gene18303	LOC105865172
gene18304	NEDD9
gene18305	LOC109729231
gene18306	LOC105865226
gene18307	LOC105865227
gene18308	TMEM170B
gene18309	TRNAS-GCU
gene18310	ADTRP
gene18311	LOC105865148
gene18313	HIVEP1
gene18314	EDN1
gene18315	LOC105865267
gene18316	PHACTR1
gene18317	LOC105865139
gene18318	LOC105865142
gene18319	LOC105865141
gene18320	TBC1D7
gene18321	GFOD1
gene18322	LOC105865132
gene18323	LOC105865170
gene18324	SIRT5
gene18325	LOC109729270
gene18326	NOL7
gene18327	RANBP9
gene18328	LOC105865169
gene181	EOMES
gene18330	LOC105865117
gene18331	MCUR1
gene18332	RNF182
gene18333	LOC105865262
gene18334	LOC105865253
gene18335	LOC105865231
gene18336	CD83
gene18337	LOC105865273
gene18338	LOC105865149
gene18339	LOC105865133
gene18340	LOC105865125
gene18341	JARID2
gene18342	DTNBP1
gene18343	LOC105865251
